p_name,policy_id,introduction,policy_type,support,operating_period,application_period,scale,p_region,p_age_max,p_age,p_region_income,p_education,p_major,p_employment,p_characteristic,detail,restriction,procedure,announcement,m_site,document,etc,a_name,m_name,a_site1,a_site2
청년희망키움통장,R2021021803808,근로능력 있는 생계급여 수급 청년(만15~39세)에게 근로소득장려금을 지원하여 탈수급 촉진하는 자산형성지원사업,"주거·금융, 생활비지원 및 금융 혜택",청년희망키움통장을 통해 매월 근로소득장려금 지원,2020.~ 계속사업,2월~11월(매월),11명,경남 함안군,39,만 15세 ~ 39세,일하는 기초생계급여수급청년(기초생계급여수급가구 내),제한없음,제한없음,재직자,저소득층,-,1. 대학교 근로 장학생의 근로장학금2. 무급근로3. 직접재정지원사업 근무자4. 실업급여 등 가입불가5. 기타 유사한 자산형성지원사업 지급해지자 등,1. 읍면사무소신청2. 군 심사3. 위탁기관 지급(3년 만기후)* 탈수급 시,-,-,1. 신청서2. 저축동의서3. 개인정보제공및활용동의서,"1. 가입기간: 3년, 군미필자: 5년2. 유사자산형성지원사업 지원불가(고용노동부,중소벤처기업부의 청년통장과 중복줄가)",함안군청 행복나눔과,한국자활복지개발원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,http://www.haman.go.kr
내일키움통장,R2022012501411,자활근로사업단에 성실 참여 중인 수급권자 또는 차상위 계층에게 적립형 통장을 통해 목돈 마련 기회 제공,"주거·금융, 생활비지원 및 금융 혜택","본인 저축액이 월 5만/ 10만/ 20만원일 경우, 
1. 정부 지원금(내일근로장려금, 1:1 매칭)
2. 내일키움장려금(사업단 유형별 1:1, 1:0.5 차등 매칭)
3. 내일키움수익금(사업단 매출에 따라 최대 15만원) 지원",-,-,-,중앙부처,999,제한없음,"자활근로사업단(근로유지형 제외)에서 1개월 이상 성실하게 참여한 근로자
 ※ 월 실제 근무일수 12일 이상",제한없음,제한없음,자활근로사업단에 최근 1개월 이상 성실 참여 중인 자,제한없음,-,자활근로사업단 사업 중 Gateway 과정 및 근로유지형 사업단 참여자는 가입 불가,"1. 지원신청 : 읍/면/동 주민센터에 지원 신청
2. 자격요건 확인 및 보장결정 요청 : 읍/면/동 주민센터에서 자격요건을 확인하고 보장결정을 요청
3. 대상자 결정 및 통보 : 시/군/구청에서 대상자를 결정하고 통보
4. 대상자 본인 저축 입금 : 신청인 본인이 저축액을 입금
5. 지원금 입금 : (재)중앙자활센터(자산형성지원부)에서 지원금을 입금",-,http://www.hopegrowing.com/tomorrow03.jsp,-,-,보건복지부 자립지원과,읍면동 주민센터,http://www.hopegrowing.com/tomorrow01.jsp,http://www.hopegrowing.com/index.jsp
작은결혼식지원,R2021021803522,고비용 결혼문화 개선 및 품격 있고 실용적인 혼례 문화조성으로 결혼식 부담을 경감하여 출산장려 분위기를 조성,"주거·금융, 생활비지원 및 금융 혜택","예식공간지원 및 웨딩패키지(예식장 꾸밈, 예복, 헤어, 부케 등)서비스를 위탁업체를 통하여 제공예비부부 교육 지원",2021.02.01.~2021.12.31.,"2021.01.02~2021.12.31.(상시 접수, 예산 소진시까지)",예비부부 10쌍(20명),울산 울주군,999,제한없음,예비부부 중 1명이상이 신청일기준 울주군에 주민등록을 두고 실제 거주하며 3개월이내 혼인신고 예정인 신혼부부,제한없음,제한없음,제한없음,제한없음,-,-,#NAME?,-,방문접수,"작은결혼식 신청서, 작은결혼식 계획서, 작은결혼식 동의서 및 서약서",-,울주군 여성가족과,주관기관과 동일,https://www.ulju.ulsan.kr/ulju/280,https://www.ulju.ulsan.kr/
출산장려금 지원,R2021021803870,우리군 맞춤형·지속가능한 시책발굴로 인구증과 성과 도모와 수요자 중심의 생애주기별 실질적인 지원방안 마련,"주거·금융, 생활비지원 및 금융 혜택","출산장려금(최초일시금, 추후 분할지급)지원",연중,연중,"첫째 25명, 둘째30명, 셋째이상 20명",경남 남해군,999,제한없음,부 또는 모가 자녀 출생 및 전입시 3개월 이전부터 계속하여 군에 주민등록을 두고 거주하는 경우,제한없음,제한없음,제한없음,제한없음,"첫째아이 : 3백만원(일시금 30만원, 매월 15만원x18회)둘째아이 : 4백만원(일시금 40만원, 매월 15만원x24회)셋째아이 : 5백만원(일시금 30만원, 매월 20만원x21회)",주민등록 요건을 미충족한 자(전출 등) 지급중지,"주민등록상 주소지 읍, 면사무소 방문신청",읍·면사무소 신청 > 청년혁신과 접수 > 출산장려지급,http://www.namhae.go.kr,신청서 및 구비서류(공통),-,남해군청 청년혁신과 남해정착지원팀,주관기과과 동일,https://www.namhae.go.kr/support/Index.do?c=SP0501000000,http://www.namhae.go.kr
미추홀구 청년저축계좌,R2021021802247,"만 15세~39세의 주거·교육급여, 차상위계층 중 일반 노동시장 취업 청년이 월 본인 10만원 저축시, 근로소득장려금 월 30만원 지원","주거·금융, 생활비지원 및 금융 혜택",월 10만원 저축시 근로소득장려금 월 30만원 지원,2021.01.01.~2021.12.31.,-,-,인천 미추홀구,39,만 15세 ~ 39세,"주거.교육급여, 차상위계층 중 일반노동시장 취업 청년",제한없음,제한없음,제한없음,제한없음,-,-,동행정복지센터,-,-,참여신청서,-,복지정책과 자활지원팀,-,https://www.michuhol.go.kr/dongoffice/board/view.do?sq=194937&board_code=board_78&dept_sq=313&search=,https://www.michuhol.go.kr/main/main.do
청년형 ISA 운영,R2021021800131,청년층의 효과적인 자산 관리를 통해 재산증식 지원,"주거·금융, 생활비지원 및 금융 혜택","ISA 계좌에 다양한 금융상품을 담아 운용하고, 금융상품별 손익을 통산하여 순이익에 세제혜택 부여 (의무가입기간) 3년 * 총급여 5천만원 이하 근로자 또는 종합소득 3.5천만원 이하 사업자 및 농어민",연중,2021.01.01~2021.12.31,-,중앙부처,29,만 15세 ~ 29세,"- 만19세 이상 거주자(취준생, 주부 포함)- 직전 과세기간에 만 15~18세 근로소득자",제한없음,제한없음,제한없음,제한없음,-,제한없음,-,-,-,-,-,금융위원회,주관기관과 동일,-,https://www.fsc.go.kr/index
초중고 입학축하금,R2021021802969,학교 교육의 기회균등 실현 및 학부모의 교육비 부담 경감과 출산친화적 분위기 조성으로 저출산 해소,"주거·금융, 생활비지원 및 금융 혜택","초등학교 입학생 20만원, 중학교 입학생 30만원, 고등학교 입학생 50만원",2021.01.01.~2021.12.31.,사유발생일로부터 6개월 이내,-,충북 영동군,999,제한없음,부 또는 모 와 자녀가 입학일부터 신청일까지 계속 관내 주소를 두고 있으면서 초중고에 입학하는 자녀,제한없음,제한없음,제한없음,제한없음,지급방법: 신청인(보호자)의 통장계좌로 입금*지급요건 확인 후 신청일 다음달 말 이내 지급,-,"주소지 읍면사무소 신청 - 군청 지원조건 확인(주소확인, 입학여부) - 지원금 지급",-,-,"축하금 신청서, 행정정보공동이용신청서, 통장사본",-,영동군청 행정복지국 가족행복과 평생학습팀,주관 기관과 동일,https://www.yd21.go.kr/kr/html/sub02/020101.html?mode=V&no=c8d95bad7aca9e6b025f2516556c33bc,https://www.yd21.go.kr/kr/
청년희망키움통장 지원 및 청년저축계좌 지원,R2021031101968,"자산 축적 기회가 많지 않은 청년 수급자에게 별도의 추가 근로인센티브형 자상형성 지원 및 자립을 위한 특화된 금융교육과 복지서비스 제공하여, 근로유인보상 체계 결합으로 빈곤의 대물림 예방하기 위한 사업","주거·금융, 생활비지원 및 금융 혜택",근로소득공제금 및 장려금 지원,2020.01.01.~2020.12.31.,기수별 모집 기간 지정,-,전북 장수군,39,만 15세 ~ 39세,"1. 청년희망키움통장 지원 : 생계수급 청년 소득인정앵기 30프로이하 가구2. 청년 저축계좌 지원 : 일반인으로 소득인정액이 기준중위소득 50프로이하인 주거, 교육급여 혹은 차상위 청년",제한없음,제한없음,제한없음,제한없음,-,만15세 이하 및 39세 이상의 소득기준 초과자,"관할 주소지 읍,면,동 주민센터 방문 신청",소득재산 조사 후 대상자 결정 및 선정 결과 통보,-,1. 신청서2. 금융정보 등 제공동의서3. 개인정보 제공 및 활용동의서 등,-,장수군청 주민복지실 사회보장팀,한국자활복지개발원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,http://www.bokjiro.go.kr/
햇살론 유스(일반보증),R2021021800129,대학생 및 청년의 금융애로를 해소하고 학업 및 취업 준비에 전념할 수 있도록 지원,"주거·금융, 생활비지원 및 금융 혜택",대학생 및 청년들의 경제적 자립을 위한 생계자금 보증한도 1천2백만원 이내 (연 최대 5백만원) 상환기간 최대 7년(거치기간 6년) 대출금리 연4.5퍼센트 ※중소기업 취업 후 1년 이상 근무한 대학생·청년에 대해서 우대금리 1.5퍼센트지원(최저금리 3.0퍼센트) 상환방법 원리금 균등분할 상환,-,2021.01.01~2021.12.31,-,중앙부처,34,만 19세 ~ 34세,지원대상 만 19세 이상 만 29세 이하 대학생 및 청년(군필자 31세 이하) 중 다음하나의 요건을 충족하신 분- 신용등급 6등급 이하- 차상위계층 및 기초수급자- 근로장려금 신청자격 요건에 해당하는 자,제한없음,제한없음,제한없음,제한없음,"동일인에게 1,200만원의 한도를 1회만 부여, 보증신청금액에 따라 재신청이 가능한 기간이 달라짐",제한없음,보증신청 및 서류 제출 - 보증심사 - 약정체결 및 대출실행,서류심사,https://www.kinfa.or.kr/index.do,"실명확인증표, 건강보험자격득실 확인서 및 납부 확인서, 소득확인 대체 서류(근로소득 원천징수영수증 등), 사업자등록사실여부 사실증명, 주민등록초본, 재학증명서, 휴학 증명서 등",-,금융위원회 서민금융과,서민금융진흥원,https://www.kinfa.or.kr/contentsPage.do?menuCode=20060,https://www.kinfa.or.kr/index.do
신혼부부 결혼축하금  지원사업,R2021021803105,나주시 거주 혼인신고한 신혼부부에게 1백만원 지급,"주거·금융, 생활비지원 및 금융 혜택",2백만원(1회 일시지급),2021.01.01.~2021.12.31.,"연중(혼인신고일 기준, 6개월 경과 후 부터 12개월까지)",250명,전남 나주시,49,만 0세 ~ 49세,"-1명 이상이 초혼
-혼인신고일 전 부부중 한명이라도 나주시 거주 1년 이상
-신청 시 나주시 거주(부부 모두)
-2021.01.01. 이후 혼인신고자",제한없음,제한없음,제한없음,제한없음,-,2021.01.01. 이후 혼인신고한 부부(청년부부 결혼축하금으로 신청),주소지 읍면동행정복지센터 방문 신청,주소지 읍면동행정복지센터 접수시 사업대상자 적격여부 즉시 안내,주소지 읍면동행정복지센터 방문 신청,"신청서, 등본, 혼인관계증명서",-,나주시청 기획예산실,-,https://blog.naver.com/najusipr/222188143588,https://www.naju.go.kr/najuyouth/policy/business?idx=63340&mode=view
청년부부 정착 장려금 지원,R2021021803017,청년부부의 빠른 정착을 지원하고 결혼과 출산을 장려하기 위한 청년복지 정책,"주거·금융, 생활비지원 및 금융 혜택",1회 100만원 지급,2017.04.28.~,상시,50명,충북 단양군,38,만 18세 ~ 38세,단양군에 주민등록을 두고 거주하고 있는 부부(부부 중 어느 한 사람이 혼인신고일 1년 전부터 군에 계속 거주),제한없음,제한없음,제한없음,청년부부,- 단양군에 주민등록을 두고 거주하고 있는 19~39세 부부- 부부 중 어느 한 사람이 혼인신고일 1년 전부터 군에 계속 거주,-,주민자치센터 방문 - 구비 서류 양식 작성 및 증빙서류 구비 - 신청서 및 서류 제출,-,-,"신청서, 혼인관계증명서",주민등록등본(전입신고일 확인),단양군청 문화체육과,주관 기관과 동일,https://www.danyang.go.kr,-
보호종료아동 자립수당 지급,R2021031101763,보호종료아동에게 자립수당을 지급하여 보호종료 후 경제적 부담을 완화,"주거·금융, 생활비지원 및 금융 혜택",최대 3년간 자립수당 월 30만원 지급,2021.01.01.~2021.12.31.,상시,404명,전북,26,만 18세 ~ 26세,보호종료 후 3년 내 아동,제한없음,제한없음,제한없음,제한없음,해당 없음,해당 없음,해당 읍면동 방문하여 신청,시·군에서 심사 및 발표,해당 없음,신청서 등,해당 없음,여성청소년과,각 시·군 직접 수행,https://www.jeonbuk.go.kr/board/view.jeonbuk?menuCd=DOM_000000109009002003&boardId=BBS_0000091&dataSid=542811,https://www.jeonbuk.go.kr/
청년희망키움통장,R2021021802271,일하는 청년 생계 수급자가 이 사업을 통해 본인의 가처분 소득 감소없이 자산을 축적하여 탈빈곤을 촉진하고 빈곤의 대물림을 예방,"주거·금융, 생활비지원 및 금융 혜택",근로소득장려금(본인 소득에 비례한 일정 비율) + 근로소득공제금(10만원) + 탈수급 장려금(1:1매칭 월 최대2만원까지),2021.01.01.~2021.12.31.,매월 일정기간,28명(2021년 목표인원),인천 계양구,39,만 15세 ~ 39세,기준중위소득 30퍼센트이하의 생계급여 청년,제한없음,제한없음,기타(근로하고 있는 청년),제한없음,3년이내 생계급여 탈수급,유사 자산형성지원사업 참여자 제한,가까운 동행정복지센터에 방문하여 신청서 및 관련서류 제출,시군구에서 지원대상자 선정 및 결정처리 후 개별통보,가까운 동행정복지센터,희망내일키움통장 참여(변경신청서) 및 관련서류(저축동의서 개인정보제공 및 활용동의서),만기해지시 해지신청서 및 적립금지급요구서 및 사용용도 증빙서류 필요,인천광역시 계양구 복지정책과,한국자활복지개발원,https://www.gyeyang.go.kr/open_content/main/bbs/bbsMsgDetail.do?msg_seq=11996&bcd=board_4,https://www.gyeyang.go.kr/open_content/main/
