p-name,policy-id,introduction,policy-type,support,operating-period,application-period,scale,p-region,p-age-max,p-age,p-region-income,p-education,p-major,p-employment,p-major,detail,restriction,procedure,announcement,m-site,document,etc,a-name,m-name,a-site1,a-site2
출산양육비 지원,R2021031101423,출산 가정에 대한 경제적 지원을 통하여 아이 낳기 좋은 환경 조성 및 저출산 극복,"주거·금융, 생활비지원 및 금융 혜택",1. 첫째 50만원 1회 지급2. 둘째 100만원 1회 지급3. 셋째 월 30만원 × 12개월 총 360만원 지급,2020.01.01.~2020.12.31.,2021. 1. 1.~2021. 12. 31.(매월 상시 접수),407명,강원 태백시,999,제한없음,태백시 1년 이상 주민등록자,제한없음,제한없음,제한없음,제한없음,전입 후 1년 이상 거주 중인 출산 가정,1. 거주 기간 미달2. 지원 불가 항목- 지원대상이 주민등록을 관외로 전출한 경우- 그 밖에 허위 또는 부정한 방법으로 지원 받은 경우,동 주민자치센터 출생 신고 시 출산급부 통합처리 신청서 작성,1. 매월 관할동장은 접수된 출산급부 통합처리 신청서의 기재내용을 행정정보를 통하여 확인 후 취합하여 다음 달 5일까지 태백시장(보건소장)에게 송부2. 태백시장(보건소장) 심사 후 매월 20일이후 지급(계좌이체),-,-,-,보건소,-,https://www.taebaek.go.kr/www/selectBbsNttView.do?key=351&bbsNo=24&nttNo=78576&searchCtgry=&searchCnd=SJ&searchKrwd=출산양육비&pageIndex=1&integrDeptCode=,https://www.taebaek.go.kr
청년희망날개통장,R2021031101034,저소득 근로 청년을 대상으로 본인 저축액에 시 적립금을 지원하여 청년들의 근로의욕 고취와 자립기반 조성을 지원,"주거·금융, 생활비지원 및 금융 혜택","- 월 본인 저축액 10만원 + 시 적립금 10만원 1:1 매칭 지원
- 3년 만기 해지 시 720만원(이자 별도) 지급
- 중도해지 시 본인적립금(이자 별도)만 지급",2017.10~계속,21년 신규모집 일시 미정(하반기 중 예정),21년 지원규모 미정,부산,34,만 15세 ~ 34세,부산지역 거주하는 근로중인 청년 중 기준중위소득 80프로 이하인 가구,제한없음,제한없음,재직자,저소득층,"지원조건
- 교육 및 사례관리 이수(연 1회)
- 사용용도 증빙(학자금 대출상환, 교육비, 결혼자금, 창업 및 운영자금, 주택(임대)비 등)","청년내일채움공제, 부산 청년디딤돌카드(청년구직수당) 등 유사 자산형성지원사업 참여자",부산광역시 청년플랫폼 홈페이지 접속 - 공고문 확인 후 온라인 신청 - 심사 - 지원 결정 - 통장 개설,신청 완료 후 소득기준 및 중복서비스 여부 등 심사 후 발표,http://www.busan.go.kr/young/life03,"온라인 신청 시 별도 서류 제출 불필요하나, 자세한 내용은 공고문 등 확인","담당부서: 부산광역시 콜센터(051-120), 구군별 담당자",부산광역시청 복지건강국 복지정책과,부산광역자활센터,http://www.busan.go.kr/young/life03,https://www.busan.go.kr/build/index
전입대학생 생활안정지원금 지원,R2021031101644,"재학기간에 따라 연 1회 차등지급, 1년~2년 : 20만원, 2년~3년 : 30만원, 3년~4년 : 40만원","주거·금융, 생활비지원 및 금융 혜택","재학기간에 따라 연 1회 차등지급, 1년~2년 : 20만원, 2년~3년 : 30만원, 3년~4년 : 40만원",2021. 1. ~ 12월,연중,10여명,충남 금산군,39,만 18세 ~ 39세,금산군 소재 대학에 재학중인 자,대학생,제한없음,제한없음,제한없음,-,제한 없음,사업신청서를 작성하여 자치행정과 제출,-,방문신청,사업신청서,-,자치행정과,-,금산군 홈페이지 참고(https://www.geumsan.go.kr/intro.html),-
대학생 학자금 대출이자 지원,R2021031101032,수도권 대비 경쟁력이 약한 지역 대학생들에게 재학기간 중 대출한 학자금에 대한 이자 지원대책 마련,"주거·금융, 학자금 지원",지원금액 : 2016년 이후 한국장학재단 학자금 대출에 대한 2021년 발생이자지원규모 : 신청액이 예산액 초과시 예산범위내 저소득분위 우선 지원지원대상자 확인(장학재단 및 소속대학) 후 12월중 지원 부산시에서 한국장학재단으로 교부하여 처리,2021.01.01.~2021.12.31.,10월 중 예정,-,부산,999,제한없음,"1. 공고일 현재 부산지역 소재 대학교에 재,휴학중인 대학(원생) 및 (학부)졸업생(※졸업생 : 부산지역 거주자 중 졸업 후 2년 이내 미취업자)2. 2016년 이후 한국장학재단 학자금 대출을 받은 자3. 대출 해당학기를 기준으로소득 8분위 이내인 자(8분위 포함)",대학(원) 재휴학졸업생(졸업한날로부터 2년이내),제한없음,제한없음,제한없음,-,-,부산광역시 홈페이지 신청 접수  * 시홈페이지 - 청년플랫폼 - 생활안정 - 학자금대출이자지원,"12월 중 지원대상자 심사, 결과SMS발송 및 한국장학재단 홈페이지에서 확인",https://www.busan.go.kr/young/tuition00,"- 대학생 : 제츨서류 없음- 대학원생 : (소득분위 미산정시)소득관련 서류제출- 졸업생 : 주민등록초본, 건강보험자격득실확인서  ※ 사업계획에 따라 제출서류 변경가능",-,부산광역시청 성장전략국 대학협력단,(재)한국장학재단,https://www.busan.go.kr/young/tuition00,https://www.busan.go.kr/build/index
아빠 육아휴직 장려금 지원,R2021021802290,"산모와 신생아의 생명과 건강을 보호, 경제적 부담완화로 건전한 출산과 양육 도모","주거·금융, 생활비지원 및 금융 혜택",월 50만원씩 최대 3개월 현금 지원,연중,연중,350명,인천 서구,999,제한없음,2019.7.1.이후 육아휴직을 사용하고 고용보험법 제70조에 따른 육아휴직 급여의 지급조건을 충족하고 있는 자,제한없음,제한없음,제한없음,제한없음,-,근로보험법 제70조에 해당하지 않는 자,방문 신청,서류 확인,방문신청,육아휴직결정통지서,-,가정보육과,-,https://www.seo.incheon.kr/open-content/welfare/life/baby-childbirth.jsp,https://www.seo.incheon.kr/open-content/main/
경기 행복주택 임대보증금 이자지원사업,R2021021802305,청년층 주거비 부담 경감을 위한 대출이자 지원,"주거·금융, 주거지원","표준임대보증금 대출이자 지원
- (방식) 입주 및 입주 후 출산에 따라 표준임대보증금 대출이자 차등 지원
*표준임대보증금: [경기행복주택 임대조건=임대보증금(50%)+월임대료(50%)] 중 임대보증금(50%)
*입주 시 40%(기본), 1자녀 출산 60%, 2자녀 이상 출산 100%
- (금리) 버팀목 전세자금대출: 연 2.3~2.9%, 버팀목 외: 전세자금대출 금리와 버팀목 최대금리 중 낮은 금리
- (지급시기) 분기별",2017~2022,"연중
- (신청기간) 11.21.~02.20. / (지급일) 03.20.
- (신청기간) 02.21.~05.20. / (지급일) 06.20.
- (신청기간) 05.21.~08.20. / (지급일) 09.20.
- (신청기간) 08.21.~11.20. / (지급일) 12.20.
*지급일(20일)이 주말이나 공휴일인 경우, 20일 이후 첫 평일에 지급됨","2021년 본 예산 기준 7,366가구",경기,999,제한없음,"도내 행복주택 입주자 중 전세자금 대출자 
* 전세자금 대출 미이용자도 입주 후 전세자금 대출을 받으면 신청가능",제한없음,제한없음,제한없음,제한없음,#NAME?,-,#NAME?,"지급시기: 증빙자료 확인 후 분기별 지급(3월, 6월, 9월, 12월)
*비버팀목 대출자인 경우에는 분기마다 주택자금상환등 증명서를 제출해야 함",https://apply.gh.or.kr/deposit/form.do?,#NAME?,-,경기도청 주택정책과,안성상공회의소,https://www.gg.go.kr/contents/contents.do?ciIdx=1228&menuId=2991,https://apply.gh.or.kr/index.do
청년한부모 자립 지원,R2021021803344,청년 한부모가족 자녀양육비 지원으로 생활안정 및 자립기반 조성,"주거·금융, 생활비지원 및 금융 혜택",생계급여 수급 한부모 가족에 아동당 월 10만원의 자녀 양육비 지원- 청년 한부모 아동당 월 5~10만원 지원(만 25세 이상 34세 이하),-,-,-,경북,34,만 25세 ~ 34세,"아동을 양육하는 부 또는 모가 만 24세 이하이고, 소득이 기준 중위소득 60퍼센트 이하인 한부모 가구",제한없음,제한없음,제한없음,저소득층,-,-,읍면동 주민센터로 방문 또는 우편 접수,-,-,#NAME?,-,경상북도,주관기관과 동일,-,-
의왕청년든든신용회복지원사업,R2021021802648,학자금 대출 상환 장기연체로 신용유의자가 된 청년에게 신용 회복을 지원하여 사회 재진입 기회 제공,"주거·금융, 생활비지원 및 금융 혜택","지원내용: 신용회복을 위한 한국장학재단과 지원대상자 간 분할상환약정체결 시 필요한 초입금 지원  - 1인당 채무금액의 10퍼센트 상당 (단, 100만원 이내) : 지원액(1인 100만원 이내)을 초과하는 금액은 본인 부담. 초입금을  제외한 채무액은 청년 본인이 원리금 분할로 상환   * 분할상환약정체결: 한국장학재단에 필요 초입금(채무금액의 10퍼센트상당)을 납부하고 납부금을 제외한 채무액을 원리금 분할 상환 방식으로 기본 10년간(최대 20년간) 상환, 체결 즉시, 신용유의 정보등록 해제   * 한국장학재단에서 취급하는 학자금 대출에 따른 신용유의 정보 등록만 해제되며, 타 공공·금융기관에서의 대출에 따른 신용유의 등록은 해제되지 않음",2019.07.~ 계속,모집공고 기간,7명,경기 의왕시,39,만 19세 ~ 39세,"공고일 현재, 해당 요건을 모두 충족할 것 - 만 19세 이상 만 39세 이하 청년으로서, - 청년 본인이 1년 이상 의왕시에 주민등록상 거주하고 있으며, - 한국장학재단의 학자금 대출금 상환을 6개월 이상 장기 연체하여 신용유의자(구 신용불량자)로 등록된 자",제한없음,제한없음,제한없음,제한없음,-,"연령, 거주기간",사업부서(일자리과) 현장 방문하여 서류 제출,-,-,"- 참가신청서 1부 - 개인정보 수집이용 및 제3자 제공조회동의서 1부   * 건강보험납부확인서를 제출한 자는 모두 서명 기입  - 주민등록등본, 주민등록초본   * 공고일 이후, 발급(주소이력 전체, 주민등록번호 뒷자리, 발생일, 신고일 포함)  - 건강보험자격확인서, 건강보험납부확인서   * 주민등록등본상 해당 구성원(직계혈족, 형제) 모두, 공고일 이후 기준 발급   * 가구원들의 자격확인서 내용이 동일한 경우 동일한 자격확인서 중 1장만 제출    * 국민건강보험공단 Fax 신청(1577-1000) 또는 국민건강보험공단 사이버민원센터(minwon.nhis.or.kr-공인인증서로 로그인) 발급 가능       단, 청년 본인이 주민등록상 달리 거주하는 자의 건강보험상 피부양자로 등재되어 있는 경우, 건강보험상 부양자의 건강보험자격확인서, 건강보험납부확인서 추가 제출",-,의왕시청 일자리과,-,http://www.uiwang.go.kr/UWKORINFO0701,http://www.uiwang.go.kr/mayor/index
공공산후조리원 확대 운영,R2021021803059,"농어촌 출산취약지역 산모들의 출산 불편 해소와 취약계층, 다자녀 가정에 대한 경제적 부담 해소를 위한 공공산후조리원 확대 운영","주거·금융, 생활비지원 및 금융 혜택",공공산후조리원 2주 이용 시 154만원 감면(본인부담금 46만원),2021.01.01.~2021.12.31.,출산예정일 40일 전 ~ 출산 후 30일,-,전남,999,제한없음,도내 거주 산모,제한없음,제한없음,제한없음,기타(출산 산모 및 신생아),"감면대상 : 셋째아 출산 산모, 기초생활수급자, 차상위, 장애인, 국가유공자, 다문화가정 등",모든 산모가 이용 가능하나 감면대상은 감면료 지원,감면대상자는 공공산후조리원 방문 전 감면 신청서를 보건소에 제출,감면신청서 접수 후 보건소에서 즉시 확인 후 발급,거주지 보건소 방문신청,"공공산후조리비용 감면 신청서, 감면대상자 증빙 서류",해당사항 없음,인구청년정책관실,"해남종합병원, 강진의료원, 완도대성병원",https://welfare.jeonnam.go.kr/contentsView.do?menuId=welfare0705000000,해당사항 없음
청년을 위한 공적임대주택 공급,R2021021800116,"청년들의 주거복지 실현을 위해 청년공공임대주택(청년행복주택, 청년전세임대주택) 사업 및 청년 공공지원 민간주택임대 사업 실시
 ※ 시세 대비 저렴한 임대료 및 보증금과 안정적인 거주 기간 등 보장","주거·금융, 주거지원",#NAME?,2021.01.01. ~ 2021.12.31.,수시 모집 (※ 해당 입주자 모집공고 확인),※ 입주자 모집공고 확인,중앙부처,34,만 19세 ~ 34세,※ 입주자 모집공고 확인,"(공공임대) 사회초년생, 대학생, 취업준비생 (공공지원민간임대) 무주택 청년",제한없음,"(공공임대 - 청년전세임대) 대학생, 취업준비생",제한없음,-,※ 입주자 모집공고 확인,※ 입주자 모집공고 확인,※ 입주자 모집공고 확인,https://apply.lh.or.kr/,※ 입주자 모집공고 확인,-,국토교통부 민간임대정책과,LH공사,https://www.lh.or.kr/contents/cont.do,https://www.lh.or.kr/index.do
행복주택(청년주택) 건립사업,R2021021802953,"옥천군 관내 열악한 정주여건이 젊은 계층의 인근대도시 유출 등의 원인으로 작용하는 바, 청년들을 위한 체감도 높은 복지정책 추진","주거·금융, 주거지원",청년들의 체감도 높은 복지정책을 위한 행복주택 200호 제공,2019.~ 2023.,-,행복주택 200호,충북 옥천군,999,제한없음,"청년, 신혼부부",미정,미정,미정,미정,-,-,-,-,-,-,-,옥천군청 도시교통과,한국토지주택공사 충북지역본부,-,
